co_ppm,so2_ppm,temperature_c,humidity_pct,device_health,hour,near_school,near_clinic,risk_class
13.07,3.42,28.68,79.56,1,18,1,0,medium
31.82,6.9,26.44,53.75,1,16,0,1,high
17.47,9.25,21.39,29.69,0,3,0,0,medium
9.1,7.47,35.28,47.82,1,2,0,1,medium
39.28,7.63,28.45,72.91,1,12,0,0,high
1.12,7.55,44.17,62.84,1,6,1,0,medium
44.9,7.85,23.29,39.69,1,8,0,1,high
17.68,3.49,44.17,53.26,1,10,0,0,medium
3.64,4.99,23.47,76.05,0,9,0,0,low
9.59,6.32,34.41,93.75,1,8,1,0,medium
15.27,4.57,38.49,35.82,1,13,1,0,medium
13.43,7.63,21.72,56.27,1,12,0,0,medium
16.14,3.51,37.6,36.31,1,23,1,1,medium
6.54,0.99,28.97,40.08,1,12,1,1,medium
7.61,2.37,37.54,20.74,1,19,0,1,medium
25.12,14.46,29.92,52.34,1,2,0,0,high
51.95,7.58,32.97,23.84,1,6,0,1,high
22.6,4.6,33.85,42.35,1,5,1,0,medium
13.11,10.21,36.1,82.57,1,19,0,1,high
18.96,6.65,26.63,52.4,1,22,0,0,medium
24.94,7.08,22.67,68.72,1,12,1,0,high
24.02,1.98,42.49,30.02,1,1,1,0,high
17.48,11.09,24.27,52.76,1,23,0,1,high
12.78,13.94,44.36,93.17,0,10,0,1,high
22.43,1.25,38.79,64.13,1,1,1,0,high
14.23,6.14,43.21,68.08,1,21,1,0,high
6.82,10.09,27.67,24.28,1,14,0,0,medium
19.56,1.05,36.77,81.59,1,5,1,1,medium
0.89,1.83,42.78,81.54,1,19,0,0,low
13.8,29.91,38.83,74.56,1,12,0,0,high
20.81,7.17,28.17,46.22,1,23,1,0,high
7.08,9.62,42.33,71.71,1,13,0,0,medium
20.38,6.8,28.21,65.17,1,20,1,0,high
5.72,4.56,27.85,91.85,0,8,0,0,low
19.93,6.49,25.29,30.82,1,3,1,0,medium
2.37,4.06,34.84,76.61,1,10,1,0,low
7.99,1.23,24.92,91.05,1,6,0,0,low
9.23,7.16,21.78,81.37,1,22,0,0,low
3.12,2.33,24.17,89.28,1,17,0,0,low
17.28,5.41,23.51,51.86,1,1,0,0,medium
3.67,11.28,39.52,88.26,1,11,0,0,medium
6.8,3.06,43.51,91.46,1,16,0,0,low
13.19,7.94,26.43,73.95,0,3,0,0,medium
19.47,10.97,34.9,28.06,0,17,1,0,high
3.76,20.19,22.1,77.75,1,4,1,1,high
5.63,4.04,40.4,48.37,1,1,1,0,medium
9.17,4.15,21.42,29.03,1,1,0,0,low
20.91,7.52,29.02,76.46,1,5,0,0,medium
6.89,12.99,29.76,86.83,1,3,0,0,medium
15.26,3.55,28.0,57.95,1,8,0,0,low
6.6,8.52,30.88,59.39,1,6,1,0,medium
12.98,2.3,31.0,25.2,1,4,0,1,medium
8.27,3.74,35.67,46.91,1,15,0,0,low
9.74,16.72,32.31,34.42,1,5,1,0,medium
19.78,6.55,31.41,31.21,1,20,0,0,medium
7.27,4.52,37.76,51.42,1,9,1,0,low
18.61,9.47,37.94,78.26,1,17,0,0,medium
4.49,1.78,44.9,80.04,1,15,0,0,low
7.98,6.25,20.18,71.02,1,2,0,0,low
14.0,8.41,35.59,30.05,1,9,0,0,medium
5.35,7.97,28.54,36.17,1,1,0,1,medium
7.18,7.1,23.75,60.32,1,13,0,1,medium
11.33,11.14,40.57,21.0,1,19,0,0,high
12.71,18.74,23.73,68.62,1,12,0,0,medium
11.84,15.51,26.66,22.35,1,20,1,0,high
19.03,7.0,40.38,39.55,1,9,1,0,high
24.85,10.16,38.0,27.59,1,17,0,0,high
8.63,14.18,29.63,51.34,0,22,0,0,medium
6.07,4.79,40.37,90.21,1,16,0,0,low
14.23,4.05,28.47,24.16,1,8,0,0,medium
24.82,11.2,28.35,28.01,1,20,0,0,high
6.72,1.67,41.93,41.78,1,2,0,1,medium
9.47,3.14,38.99,35.45,1,5,0,0,low
5.77,1.76,21.31,83.94,1,21,0,1,low
14.59,4.02,32.98,37.58,1,23,1,1,medium
5.5,7.11,37.56,69.42,1,19,1,0,medium
20.47,5.41,41.63,65.21,1,18,0,0,high
5.44,8.03,20.45,27.67,1,17,0,1,medium
32.95,8.85,22.95,76.74,1,13,0,0,medium
11.46,14.82,21.57,34.05,0,20,1,1,high
48.25,11.83,38.25,86.66,0,7,0,1,emergency
11.55,4.27,32.8,59.53,1,3,0,0,low
13.08,4.54,29.74,38.08,0,5,0,0,low
80.0,13.23,43.44,71.89,1,0,1,0,emergency
29.01,6.95,39.18,89.5,1,13,0,0,high
22.83,5.44,39.32,80.24,1,6,0,0,high
4.93,2.26,29.48,23.54,1,5,1,0,medium
1.96,11.91,24.36,48.4,1,15,0,0,medium
13.15,2.4,38.23,57.52,1,8,0,0,medium
18.59,6.29,28.44,21.36,1,18,0,1,high
5.51,22.51,31.55,87.73,0,5,0,0,medium
17.82,5.66,34.77,68.95,1,0,1,0,medium
13.97,15.46,25.19,62.66,1,7,1,0,high
9.02,2.64,41.7,86.09,1,22,1,0,medium
12.1,5.81,32.6,21.01,1,14,1,0,high
41.58,8.28,43.34,74.27,1,20,0,0,high
5.12,16.62,31.06,70.15,1,10,0,0,medium
19.35,4.71,27.16,38.56,1,5,1,0,medium
8.03,18.8,32.96,22.81,1,9,0,0,medium
19.63,5.52,41.21,87.95,1,17,0,0,medium
17.09,15.78,28.46,90.16,1,12,1,0,high
11.8,9.82,42.3,74.97,1,12,0,1,high
5.2,15.95,23.51,53.22,1,15,0,1,medium
21.23,16.91,44.01,69.53,1,7,0,0,high
13.89,5.98,29.9,34.94,1,11,1,0,medium
8.24,9.95,28.41,64.01,1,4,1,0,medium
8.94,18.69,42.04,58.64,1,19,0,0,medium
18.6,1.12,38.07,22.44,1,17,1,0,high
13.78,11.44,22.37,22.46,1,23,0,0,high
2.5,6.09,37.15,91.16,1,19,1,1,medium
8.81,3.04,39.91,61.03,1,3,0,0,low
19.45,8.02,35.56,20.75,1,7,0,0,medium
4.79,4.36,37.65,37.87,1,20,0,0,low
5.99,10.9,22.0,55.58,0,11,0,0,medium
6.52,3.03,25.17,85.56,0,10,0,0,low
3.4,4.62,39.81,34.02,0,16,1,0,medium
7.32,12.89,22.89,44.46,1,6,1,0,medium
8.61,11.98,33.97,45.23,1,8,0,0,medium
30.35,5.76,33.05,63.92,0,17,0,0,medium
4.14,7.95,30.08,70.74,1,5,0,0,low
22.59,18.34,21.96,86.09,0,15,1,0,high
1.33,6.7,42.81,85.53,1,21,0,0,medium
20.53,9.97,27.54,48.8,1,2,0,0,medium
7.1,7.47,34.91,47.45,1,1,0,0,low
20.11,5.8,39.1,38.59,0,5,0,0,high
15.66,1.86,33.11,68.89,1,0,1,0,medium
8.8,9.81,30.3,30.38,1,17,1,0,medium
37.34,1.65,36.94,37.01,1,5,1,0,high
18.56,11.86,41.62,44.05,1,7,0,0,high
15.93,7.33,28.98,80.63,1,22,0,0,medium
9.67,15.85,36.16,85.5,0,22,1,0,medium
7.94,15.8,25.83,84.83,1,4,0,0,medium
54.16,2.61,40.08,51.14,1,9,1,0,high
18.53,4.0,38.63,48.42,1,1,1,0,medium
21.98,3.37,32.45,52.9,1,9,1,0,medium
6.19,1.53,39.31,25.66,1,4,0,0,low
8.81,6.85,31.85,20.31,0,9,0,0,medium
8.82,13.98,44.86,70.94,0,14,1,0,high
13.67,30.69,44.07,33.17,1,1,1,0,high
17.25,5.25,39.82,87.93,1,3,0,0,medium
9.15,16.79,35.09,80.51,1,4,0,1,medium
12.14,5.35,27.9,74.69,1,8,1,1,high
0.94,1.12,22.66,71.63,1,22,0,0,low
5.11,5.73,39.99,75.46,1,20,0,0,medium
2.69,7.51,32.72,24.1,1,2,1,0,medium
8.27,10.33,25.34,70.71,1,15,1,0,medium
7.32,5.77,22.65,70.28,1,19,1,0,medium
17.71,5.0,34.98,25.38,1,15,0,0,low
3.42,6.77,44.8,67.19,1,23,1,1,high
4.85,0.89,24.49,63.36,1,2,0,0,low
14.71,2.17,24.52,56.42,1,4,1,0,medium
4.95,10.86,25.17,46.87,1,1,0,0,medium
11.19,9.61,22.79,28.66,1,17,0,0,medium
18.67,7.23,21.31,37.32,1,18,0,1,medium
8.82,2.11,36.81,59.84,1,11,1,0,low
31.56,7.39,29.56,41.13,1,5,0,0,medium
23.72,6.27,34.23,48.7,1,12,1,1,high
6.75,7.12,23.41,37.15,1,15,1,0,medium
7.12,6.31,36.03,51.02,1,10,0,0,low
5.29,20.3,41.26,51.07,1,9,0,0,high
6.35,0.54,40.7,77.84,0,1,0,0,low
32.91,5.16,21.01,80.36,1,12,1,0,high
1.29,20.94,28.64,66.61,0,10,1,0,high
21.28,10.37,26.03,35.62,1,8,0,0,high
0.85,4.88,28.91,76.07,1,0,0,1,low
17.28,3.57,35.42,20.22,0,8,0,0,medium
10.21,15.19,31.22,60.33,1,11,0,0,medium
9.97,13.53,23.39,53.57,1,8,1,0,medium
18.96,7.81,42.49,88.31,1,14,0,0,medium
9.44,4.69,23.87,33.72,1,22,0,0,low
12.53,8.32,33.92,75.37,1,19,0,0,medium
3.52,1.49,22.27,89.24,1,16,0,0,low
22.5,9.28,44.19,44.12,1,22,0,0,high
23.1,5.62,42.96,50.6,1,19,1,0,high
22.82,8.16,39.61,63.79,1,0,0,0,high
8.54,6.24,36.78,32.16,1,9,1,0,medium
13.31,12.18,31.79,62.87,0,2,0,1,high
19.74,5.58,25.98,41.04,1,14,1,0,medium
7.78,11.42,30.27,67.19,1,8,0,0,medium
1.94,3.28,40.45,45.97,1,18,0,1,medium
22.3,0.49,44.54,30.11,1,3,0,1,high
4.93,6.87,34.0,56.48,1,15,1,0,medium
0.66,5.93,32.96,28.45,1,4,0,0,low
16.89,5.64,26.68,58.18,1,3,0,0,medium
29.84,6.8,30.97,60.56,1,23,1,0,high
9.42,11.43,39.12,41.35,1,2,0,0,medium
1.45,7.0,40.64,24.2,1,14,0,1,high
9.11,5.6,28.02,61.43,0,14,1,1,medium
15.5,13.26,28.17,75.86,0,17,0,0,medium
7.38,7.81,39.09,94.44,1,12,0,0,medium
7.3,38.74,43.71,83.18,1,5,0,0,high
14.39,0.47,23.23,52.27,1,16,0,0,low
9.88,5.82,23.79,53.14,1,10,0,0,low
12.66,5.15,26.15,59.91,1,14,0,0,medium
19.17,3.21,25.38,84.62,1,20,0,1,medium
11.93,2.3,30.62,29.61,1,5,0,0,low
10.18,9.23,33.61,32.63,1,16,1,0,medium
15.44,10.94,41.24,56.01,1,8,0,0,high
14.51,10.78,35.1,29.07,0,2,0,0,medium
25.39,14.48,41.03,63.48,1,0,1,0,high
27.84,3.05,34.73,62.0,1,15,0,1,medium
4.27,11.87,34.31,50.34,1,3,0,0,medium
7.46,5.64,28.89,58.71,1,19,0,0,low
5.33,10.46,30.39,55.19,1,16,1,0,medium
15.0,10.59,30.79,81.32,1,2,0,0,medium
6.7,4.86,23.36,68.36,1,2,1,0,low
15.12,5.03,31.47,70.77,1,14,0,1,medium
10.99,7.74,35.27,23.01,1,0,0,1,high
26.07,18.53,20.96,85.31,1,13,0,1,high
12.96,2.38,21.36,74.41,1,12,0,0,low
16.86,6.23,22.73,49.8,1,17,0,0,medium
24.87,6.72,32.66,92.86,1,5,0,1,high
1.92,3.14,40.92,94.66,0,22,0,0,low
33.25,8.47,38.03,69.33,1,17,0,0,high
26.92,26.1,22.12,28.95,1,10,0,0,high
15.49,8.82,39.29,51.34,1,5,0,0,medium
13.0,10.31,32.51,84.17,1,4,0,0,medium
21.77,3.43,32.51,87.06,1,5,1,0,medium
14.87,17.54,30.3,36.78,1,10,1,0,high
21.46,7.17,30.44,74.8,1,0,0,1,high
4.58,7.26,25.78,75.11,1,18,0,0,low
12.96,14.57,35.62,45.23,1,10,0,1,high
3.76,4.16,21.26,89.47,1,12,1,0,low
11.37,7.4,42.24,53.03,1,6,0,0,medium
39.79,12.83,21.16,46.68,1,21,0,0,high
12.95,12.19,23.69,25.49,1,0,1,0,high
2.07,25.73,35.54,78.34,1,8,0,0,medium
8.74,5.25,24.37,44.17,1,17,0,0,low
25.83,27.27,22.34,77.61,1,16,0,0,high
18.01,3.86,34.56,29.51,1,12,0,0,low
15.98,1.87,20.78,61.56,1,18,0,0,low
28.39,1.18,21.38,30.84,1,1,0,1,medium
7.82,8.94,22.4,51.84,1,10,1,0,medium
14.03,1.4,34.1,58.73,1,7,0,0,low
4.11,3.03,34.99,32.85,1,1,1,0,low
24.15,32.71,44.03,65.2,1,15,0,0,high
20.6,12.88,27.06,48.35,1,14,0,0,high
27.34,9.31,38.74,67.29,1,12,0,0,high
9.82,6.58,43.11,21.83,1,18,0,1,high
19.0,2.76,40.02,54.04,1,14,0,0,medium
17.59,4.64,25.58,24.24,1,0,0,0,medium
18.47,17.77,35.78,91.49,1,6,1,0,high
26.45,5.86,22.38,35.04,1,3,0,0,medium
16.09,6.14,25.91,74.75,1,23,1,0,medium
26.82,2.61,27.58,72.35,1,7,0,0,medium
11.52,20.16,30.23,41.74,0,23,0,0,high
4.83,4.2,20.21,82.94,0,8,0,0,low
4.3,6.46,29.72,51.2,1,16,0,0,low
9.17,3.58,32.05,62.84,1,22,0,0,low
30.26,1.56,28.11,78.63,1,11,0,0,medium
1.87,10.13,30.81,70.98,1,8,0,0,medium
23.93,20.59,24.46,25.97,1,3,0,0,high
4.45,3.0,20.93,53.38,1,12,0,0,low
25.85,16.73,24.1,48.61,1,11,1,1,high
3.24,4.02,33.25,70.2,1,10,0,1,low
12.97,6.2,20.77,40.62,0,18,1,1,high
4.37,2.17,38.94,74.88,1,4,0,0,low
12.19,17.3,31.33,79.41,1,8,0,1,high
9.04,9.82,26.49,41.93,1,17,0,0,low
12.3,0.82,26.43,72.01,0,13,0,0,low
22.93,14.12,35.44,54.22,1,9,0,0,high
19.41,19.23,20.27,78.24,1,10,0,0,medium
9.12,7.63,26.78,84.13,1,11,0,0,low
9.66,11.51,31.79,73.32,1,18,0,1,medium
18.19,4.67,25.86,56.05,1,22,0,0,low
27.36,4.36,23.25,73.66,0,22,0,0,medium
17.54,11.42,29.04,78.33,1,8,0,0,medium
12.2,1.77,42.63,26.23,1,0,0,1,medium
7.09,16.53,44.06,52.09,1,20,0,0,medium
1.18,5.63,40.67,64.62,1,22,0,0,medium
3.46,12.66,43.34,85.05,1,8,0,0,medium
30.51,6.04,35.39,71.82,1,15,0,0,medium
3.48,17.56,27.59,89.08,1,18,0,0,medium
11.63,21.86,36.95,62.9,1,16,0,0,high
7.77,5.92,24.87,81.2,1,7,0,0,low
8.75,5.27,27.37,20.14,1,9,0,0,medium
14.97,2.45,27.92,70.8,1,23,0,0,low
6.92,16.91,43.67,55.07,1,19,1,1,high
7.79,3.37,37.22,93.4,1,21,0,0,low
29.0,8.31,39.04,51.75,0,23,0,0,high
3.84,7.24,39.82,67.18,1,16,0,0,medium
5.24,22.15,36.7,23.04,1,22,1,1,high
7.82,2.03,26.3,93.58,1,20,0,0,low
36.41,15.94,28.56,28.1,0,9,1,0,high
2.42,2.24,20.63,74.22,1,18,1,0,low
15.68,6.77,37.33,25.32,1,11,1,1,high
5.81,22.33,23.12,63.97,1,18,0,0,medium
1.92,5.79,29.89,42.4,1,11,0,0,low
7.5,2.57,25.27,70.44,1,20,1,0,low
19.02,16.84,39.65,54.68,1,10,0,0,high
3.88,8.15,20.31,85.99,0,5,0,0,low
23.85,9.36,33.71,34.8,1,10,1,0,high
8.34,13.42,37.6,68.81,1,16,0,0,medium
9.82,2.25,34.52,49.11,1,23,0,0,low
3.46,6.97,26.45,56.86,1,12,0,0,low
5.9,7.77,39.7,72.81,1,23,1,0,medium
21.3,4.6,40.81,83.81,1,17,0,0,medium
15.29,6.47,23.34,23.6,1,10,1,0,high
2.46,9.32,23.26,43.2,1,4,0,1,medium
0.32,6.19,38.19,70.19,0,20,0,0,medium
17.53,2.52,42.41,67.72,1,12,1,0,medium
5.88,9.38,44.05,87.61,1,22,0,1,medium
10.61,12.55,22.39,21.69,0,19,0,1,high
2.48,7.99,43.91,20.23,1,8,0,0,medium
6.63,8.86,43.36,26.48,1,16,0,1,medium
7.5,2.07,30.61,43.2,1,9,0,0,low
13.68,5.2,43.07,86.31,1,6,0,0,medium
5.57,14.9,30.61,31.76,1,9,0,0,medium
10.39,13.88,20.45,61.78,1,9,0,0,medium
29.93,13.68,36.85,80.32,1,6,0,1,high
10.95,4.13,44.82,62.23,1,3,1,1,high
10.05,8.28,32.13,60.65,1,4,0,0,medium
19.71,2.02,27.02,94.95,1,20,0,0,low
9.8,12.43,25.54,54.77,1,22,1,0,medium
6.02,3.27,35.03,69.16,0,10,0,0,low
8.13,2.86,41.53,31.6,1,21,0,0,low
36.89,5.62,44.83,27.96,1,7,1,0,high
23.14,3.43,34.56,93.96,1,1,1,0,medium
14.37,2.27,42.36,60.69,1,2,1,1,high
0.55,18.19,30.63,40.66,1,16,0,0,medium
32.43,2.98,30.32,37.08,1,1,0,0,medium
19.14,9.74,44.34,20.61,1,18,0,0,high
10.61,4.2,43.68,30.19,1,1,0,0,medium
6.29,2.48,42.61,94.92,1,15,0,0,low
14.5,4.1,24.7,52.1,1,11,0,0,low
9.49,4.03,30.39,54.46,1,21,0,0,low
10.2,19.79,21.69,74.27,1,1,0,0,medium
11.95,7.14,42.08,57.18,1,20,1,0,high
26.37,9.01,25.34,69.3,1,7,1,0,high
24.7,5.87,23.02,51.96,1,2,0,0,medium
1.77,13.37,22.6,29.27,1,1,1,0,medium
8.11,13.76,38.49,51.32,1,20,1,0,high
17.22,1.55,26.53,60.36,1,6,0,0,low
37.58,8.45,26.96,77.87,1,19,0,0,high
2.31,0.56,24.62,28.52,1,15,0,0,low
7.73,20.01,32.67,29.49,1,18,0,0,medium
13.27,2.32,25.47,59.15,1,15,0,0,low
8.2,12.99,34.65,46.79,1,2,0,0,medium
6.13,9.07,33.36,83.14,1,18,0,0,low
19.09,6.76,34.61,89.01,0,19,0,0,medium
9.99,5.54,36.32,24.6,1,12,0,0,medium
4.44,6.4,34.36,66.65,1,7,1,1,medium
20.24,9.76,37.3,67.8,1,11,0,0,medium
9.34,3.76,34.63,53.22,0,14,1,0,low
22.47,13.89,26.81,82.38,1,11,0,0,high
20.3,11.08,38.89,65.5,1,7,0,0,high
9.68,5.46,35.1,75.12,1,4,0,0,low
13.88,4.78,30.52,74.53,1,5,0,0,low
23.07,5.49,31.56,49.25,1,21,1,0,high
21.34,1.16,24.25,77.14,1,3,0,0,medium
16.1,14.46,35.96,69.09,1,16,0,0,medium
6.81,1.43,30.74,61.57,1,21,0,0,low
18.78,11.48,35.3,48.01,1,18,1,1,high
19.59,3.4,31.91,42.2,1,20,1,0,medium
6.71,11.93,33.98,59.91,1,8,0,0,medium
4.34,3.67,26.34,25.57,1,0,0,0,low
9.76,5.4,22.53,85.44,1,23,0,1,medium
13.57,16.02,40.83,54.07,1,15,0,0,high
5.02,0.97,36.59,56.74,1,3,1,1,medium
2.01,9.73,27.39,63.58,1,23,1,0,medium
10.22,1.26,20.76,29.89,1,4,0,0,low
9.64,7.71,43.34,72.91,1,12,0,0,medium
36.73,5.29,25.65,65.91,1,17,0,0,high
4.61,6.01,40.36,58.98,1,5,1,0,medium
4.65,4.75,40.28,36.7,1,22,1,1,medium
6.27,7.3,30.05,68.29,1,14,1,0,medium
8.12,5.53,30.39,65.08,1,19,0,0,low
21.34,2.35,39.9,55.63,1,17,1,0,high
20.79,2.4,21.57,82.56,1,9,0,0,medium
37.69,6.37,35.12,69.46,1,8,0,1,high
11.21,6.57,33.37,46.14,1,3,0,1,medium
2.62,5.74,25.8,79.85,1,15,0,0,low
8.76,9.86,44.79,37.02,1,0,1,1,high
4.76,11.11,31.07,64.95,1,2,0,0,medium
37.05,5.72,33.87,79.71,0,18,0,0,high
18.68,12.27,42.49,89.55,1,5,0,0,high
50.2,7.95,21.39,79.81,1,19,0,0,high
8.66,15.43,37.6,56.94,1,13,0,0,medium
4.49,18.5,25.41,80.54,1,5,0,0,medium
6.35,9.31,35.83,80.8,0,10,0,1,medium
19.02,2.49,21.92,80.79,1,15,0,0,low
10.36,3.42,22.2,83.47,1,13,0,0,low
26.58,9.76,34.34,53.36,1,4,1,1,high
11.34,1.12,38.7,30.42,1,11,1,0,medium
5.57,1.99,42.6,65.16,1,16,1,0,medium
18.58,3.36,41.09,33.37,1,14,0,0,medium
11.05,3.38,35.82,93.2,1,13,0,0,low
31.12,0.43,35.11,85.99,1,21,1,0,medium
7.35,5.46,39.7,82.66,1,7,1,0,medium
14.74,20.91,21.73,80.2,1,20,1,0,high
15.67,11.83,41.91,42.35,0,8,0,0,high
4.48,5.34,43.73,94.9,1,23,0,0,medium
2.04,3.03,37.17,42.05,1,16,0,0,low
0.12,5.4,22.17,72.63,0,16,0,0,low
10.62,1.51,32.94,89.33,1,16,1,0,medium
18.35,13.09,26.83,89.35,1,10,1,0,high
41.86,3.12,31.41,48.94,1,15,0,0,medium
16.88,2.24,35.66,30.98,1,9,0,1,medium
4.05,15.78,38.39,56.53,1,8,1,0,high
4.23,4.41,23.02,32.65,1,10,1,1,medium
21.98,4.18,27.28,66.06,1,2,0,0,medium
9.07,7.4,27.4,73.28,1,4,0,0,low
0.23,26.72,43.76,93.53,1,13,0,0,high
6.44,3.33,33.31,25.69,1,16,0,0,low
7.71,3.03,32.27,92.46,1,21,0,0,low
6.35,5.75,30.46,53.06,1,8,0,0,low
17.84,1.99,28.35,28.05,1,21,0,1,medium
3.41,2.71,43.31,38.64,1,19,0,0,low
27.23,8.59,28.51,66.56,1,7,0,0,medium
38.99,4.76,28.81,73.48,1,9,0,1,high
7.83,5.42,32.77,54.13,1,12,0,0,low
4.1,1.55,32.44,45.73,1,12,1,0,low
6.74,6.38,40.7,21.7,1,6,1,0,high
2.49,8.93,24.76,53.16,0,15,1,0,medium
13.27,5.14,44.86,91.74,1,1,0,0,medium
28.4,6.44,32.09,57.58,1,11,0,0,medium
8.85,8.61,43.86,55.89,1,23,0,1,medium
1.39,14.13,26.38,39.69,0,21,0,0,medium
16.7,0.95,32.88,71.43,1,21,0,0,low
28.82,6.73,32.71,21.8,1,19,0,1,high
6.01,1.48,26.87,28.2,1,14,1,0,low
7.38,11.41,40.23,78.55,1,19,0,1,high
5.61,6.67,25.45,68.58,1,12,0,0,low
25.02,7.74,23.32,58.9,1,7,0,1,high
6.72,4.17,23.46,76.11,1,4,1,0,low
7.52,2.36,39.81,43.01,0,6,1,0,medium
21.66,8.85,26.19,25.97,0,8,0,1,high
29.91,5.47,39.02,93.95,1,17,1,0,high
14.94,8.72,26.42,22.62,1,3,0,0,medium
39.95,7.03,22.23,35.84,1,16,0,0,high
19.36,6.59,41.72,90.05,1,2,1,0,high
7.29,8.86,39.74,75.41,1,3,0,0,medium
5.77,10.82,20.55,57.63,1,14,0,0,medium
8.63,6.52,31.89,60.25,1,15,0,0,low
2.96,11.4,23.88,79.19,1,15,1,1,high
13.46,3.89,41.2,47.57,1,17,0,1,medium
15.1,11.11,41.73,56.25,1,22,0,1,high
16.81,1.86,24.36,41.45,1,18,0,0,low
9.01,6.06,34.36,81.67,1,21,1,0,medium
19.47,8.46,27.4,73.78,1,17,1,0,medium
2.92,8.8,30.36,55.52,1,5,1,1,medium
25.23,21.59,23.19,76.57,1,1,0,1,high
19.78,5.49,20.51,59.14,1,2,0,0,medium
24.02,11.06,44.54,87.36,1,22,0,0,high
20.28,8.77,21.35,20.91,1,23,0,0,high
4.34,14.55,27.96,74.24,1,8,0,0,medium
7.26,35.11,34.14,73.66,1,13,0,0,medium
5.27,1.91,40.75,91.3,1,3,0,0,low
9.64,7.32,31.98,70.66,1,6,0,0,low
16.99,5.74,42.44,91.0,1,7,0,0,medium
13.17,7.66,27.93,90.45,1,3,1,1,high
14.62,5.63,20.35,20.52,1,20,1,0,high
17.28,7.41,20.86,72.68,1,11,0,0,medium
18.74,8.33,42.34,41.86,1,7,0,1,high
19.74,12.55,22.92,47.58,0,18,1,1,high
2.75,5.73,31.93,53.57,1,1,1,0,medium
21.15,8.16,31.32,38.25,1,19,0,1,high
5.07,9.66,44.57,40.56,1,6,0,1,medium
25.51,22.93,20.8,65.92,1,17,0,0,high
19.47,2.51,44.46,92.41,1,16,0,0,medium
3.32,5.42,25.28,56.19,1,22,0,0,low
51.16,6.3,24.29,27.69,1,20,1,0,high
38.42,8.49,40.53,56.98,1,5,0,0,high
17.74,5.95,32.16,66.89,1,13,0,0,medium
5.02,11.71,35.62,78.49,1,23,1,0,medium
11.15,3.33,39.89,51.28,1,15,0,0,medium
5.03,9.36,32.97,22.52,1,14,0,0,medium
16.09,2.34,26.06,33.82,0,17,0,0,low
12.22,0.59,26.26,86.83,1,2,1,1,medium
3.44,8.6,20.46,86.65,1,10,1,1,medium
4.99,11.86,25.29,83.83,1,19,0,0,medium
4.93,7.08,28.28,28.9,1,12,1,0,medium
9.25,9.71,27.07,37.87,1,7,0,0,low
5.6,4.03,32.81,44.8,1,2,1,0,low
17.57,13.07,33.65,36.05,1,3,1,0,high
7.76,4.79,43.29,44.18,1,11,0,1,medium
14.1,6.89,22.1,71.11,1,0,1,1,high
55.4,5.9,35.29,78.43,1,8,1,0,high
7.73,4.61,30.24,48.1,1,19,0,1,low
24.15,4.59,42.08,63.28,1,20,1,1,high
13.29,12.31,25.89,88.12,1,11,0,1,high
5.03,10.29,33.87,26.03,1,12,0,0,medium
10.35,4.43,32.28,85.43,1,12,0,0,low
2.75,3.71,28.76,84.41,1,8,0,0,low
20.35,4.37,33.02,56.57,1,22,0,0,medium
23.38,1.52,23.92,75.61,1,18,1,1,high
7.91,14.29,29.13,87.84,1,14,0,0,medium
7.67,7.47,21.24,84.13,1,21,1,1,medium
9.05,5.41,42.33,86.48,1,17,0,1,medium
8.11,12.63,35.65,41.51,1,23,0,0,medium
26.28,4.82,24.42,84.87,1,12,0,0,medium
7.66,7.98,24.69,53.62,1,20,1,1,medium
22.13,4.48,23.82,26.22,1,10,1,0,medium
6.42,17.46,40.57,89.83,1,5,1,0,high
6.11,18.17,44.84,74.67,1,12,1,0,high
4.69,2.94,24.21,51.85,1,4,1,1,medium
8.34,2.56,39.96,59.3,1,14,1,0,medium
10.04,1.64,32.47,91.89,1,0,0,0,low
13.29,10.18,20.23,37.66,1,14,0,0,medium
47.75,3.15,21.65,59.89,0,8,0,0,medium
37.48,7.26,33.9,44.52,1,6,0,0,high
24.75,7.62,34.98,94.41,1,20,0,0,medium
6.29,7.41,38.71,76.91,1,19,0,0,medium
12.59,9.59,21.66,32.81,1,2,0,0,medium
2.75,6.52,31.7,29.55,1,3,0,0,low
8.2,11.77,43.96,26.83,1,12,1,0,high
0.88,12.54,28.59,54.49,1,3,1,1,high
13.06,5.82,31.81,61.54,1,9,0,0,medium
15.89,5.21,34.84,67.97,1,12,1,0,medium
5.9,7.82,25.21,69.6,1,14,1,0,medium
24.23,2.08,43.26,64.56,1,23,0,1,high
11.63,11.39,34.33,21.78,1,16,1,0,high
12.82,1.62,25.5,47.62,1,8,1,0,medium
6.83,9.62,26.41,59.64,1,21,1,1,medium
13.91,14.67,30.8,60.41,1,13,0,0,medium
10.39,13.33,20.08,38.4,1,22,0,0,medium
8.98,7.6,30.93,72.9,1,7,0,0,low
8.17,19.44,21.78,79.9,1,21,0,0,medium
18.51,4.13,20.81,75.84,1,3,0,0,low
13.45,3.17,36.55,28.71,1,8,1,0,medium
5.35,3.93,36.97,37.33,1,9,0,1,low
16.99,3.5,33.82,21.88,1,22,0,0,medium
18.58,3.73,24.88,32.41,1,9,1,0,medium
8.57,8.87,38.07,44.1,1,15,0,0,medium
17.63,3.59,21.2,50.59,1,12,0,0,low
5.62,8.45,44.99,57.18,1,11,1,0,medium
